Episode,Reward,Epsilon
148,1.07,0.8727832416118043
149,0.10999999999999999,0.8719104583701925
150,1.19,0.8710385479118223
151,1.07,0.8701675093639105
152,1.1,0.8692973418545467
153,0.09999999999999999,0.8684280445126921
154,0.10999999999999999,0.8675596164681794
155,1.03,0.8666920568517111
156,0.11999999999999998,0.8658253647948594
157,0.04,0.8649595394300645
158,1.06,0.8640945798906344
159,1.05,0.8632304853107438
160,0.10999999999999999,0.862367254825433
161,0.10999999999999999,0.8615048875706075
162,1.08,0.8606433826830369
163,0.15,0.8597827393003539
164,1.1099999999999999,0.8589229565610536
165,0.11999999999999998,0.8580640336044925
166,1.1099999999999999,0.857205969570888
167,0.09,0.8563487636013172
168,1.05,0.8554924148377159
169,1.1,0.8546369224228781
170,1.1,0.8537822855004553
171,1.15,0.8529285032149548
172,1.1,0.8520755747117399
173,0.07,0.8512234991370281
174,0.11999999999999998,0.8503722756378911
175,1.1,0.8495219033622532
176,0.11999999999999998,0.8486723814588909
177,0.08,0.847823709077432
178,1.1099999999999999,0.8469758853683546
179,0.13999999999999999,0.8461289094829862
180,0.11999999999999998,0.8452827805735033
181,0.13999999999999999,0.8444374977929298
182,1.1199999999999999,0.8435930602951368
183,1.08,0.8427494672348417
184,0.09999999999999999,0.8419067177676068
185,1.07,0.8410648110498392
186,0.10999999999999999,0.8402237462387894
187,0.09999999999999999,0.8393835224925505
188,1.07,0.838544138970058
189,1.16,0.8377055948310879
190,0.16,0.8368678892362568
191,1.06,0.8360310213470206
192,0.08,0.8351949903256736
193,1.1199999999999999,0.8343597953353479
194,0.20000000000000004,0.8335254355400126
195,1.16,0.8326919101044725
196,1.09,0.831859218194368
197,1.08,0.8310273589761736
198,0.07,0.8301963316171974
199,0.11999999999999998,0.8293661352855802
200,0.15,0.8285367691502946
201,1.1099999999999999,0.8277082323811443
202,1.15,0.8268805241487632
203,1.1099999999999999,0.8260536436246144
204,0.12999999999999998,0.8252275899809898
205,0.07,0.8244023623910088
206,0.16,0.8235779600286178
207,0.10999999999999999,0.8227543820685892
208,1.15,0.8219316276865206
209,0.08,0.8211096960588341
210,0.09,0.8202885863627752
211,1.06,0.8194682977764125
212,0.18000000000000002,0.818648829478636
213,0.08,0.8178301806491574
214,1.04,0.8170123504685082
215,1.13,0.8161953381180397
216,0.12999999999999998,0.8153791427799216
217,0.08,0.8145637636371417
218,0.20000000000000004,0.8137491998735046
219,1.13,0.812935450673631
220,1.14,0.8121225152229574
221,1.08,0.8113103927077344
222,0.09,0.8104990823150267
223,1.03,0.8096885832327116
224,1.14,0.8088788946494789
225,1.05,0.8080700157548294
226,1.1199999999999999,0.8072619457390746
227,0.13999999999999999,0.8064546837933355
228,0.12999999999999998,0.8056482291095421
229,1.13,0.8048425808804326
230,1.13,0.8040377382995522
231,1.16,0.8032337005612527
232,1.07,0.8024304668606914
233,0.08,0.8016280363938307
234,1.08,0.8008264083574369
235,0.08,0.8000255819490795
236,0.10999999999999999,0.7992255563671304
237,1.03,0.7984263308107633
238,1.15,0.7976279044799526
239,1.13,0.7968302765754727
240,0.13999999999999999,0.7960334462988972
241,1.05,0.7952374128525983
242,1.08,0.7944421754397457
243,1.1,0.7936477332643059
244,1.13,0.7928540855310416
245,0.10999999999999999,0.7920612314455105
246,1.09,0.7912691702140651
247,1.13,0.790477901043851
248,1.1,0.7896874231428072
249,0.09,0.7888977357196644
250,1.1,0.7881088379839447
251,0.07,0.7873207291459607
252,0.060000000000000005,0.7865334084168147
253,1.1199999999999999,0.7857468750083979
254,0.11999999999999998,0.7849611281333895
255,0.16,0.784176167005256
256,1.07,0.7833919908382508
257,1.15,0.7826085988474126
258,1.1,0.7818259902485653
259,1.08,0.7810441642583167
260,1.04,0.7802631200940584
261,1.09,0.7794828569739644
262,1.04,0.7787033741169904
263,1.06,0.7779246707428734
264,0.12999999999999998,0.7771467460721305
265,1.09,0.7763695993260584
266,1.04,0.7755932297267324
267,0.16,0.7748176364970056
268,0.07,0.7740428188605086
269,1.1099999999999999,0.7732687760416481
270,0.08,0.7724955072656065
271,1.06,0.7717230117583408
272,0.10999999999999999,0.7709512887465825
273,0.16,0.7701803374578359
274,1.17,0.7694101571203781
275,0.09,0.7686407469632577
276,1.15,0.7678721062162944
277,0.08,0.7671042341100781
278,1.17,0.766337129875968
279,0.10999999999999999,0.7655707927460921
280,1.15,0.764805221953346
281,1.13,0.7640404167313927
282,1.07,0.7632763763146613
283,1.09,0.7625130999383466
284,1.07,0.7617505868384082
285,1.1,0.7609888362515699
286,1.08,0.7602278474153183
287,0.09,0.759467619567903
288,1.04,0.7587081519483351
289,0.09999999999999999,0.7579494437963867
290,0.060000000000000005,0.7571914943525904
291,1.1199999999999999,0.7564343028582378
292,1.1199999999999999,0.7556778685553796
293,0.09,0.7549221906868242
294,0.13999999999999999,0.7541672684961374
295,0.060000000000000005,0.7534131012276413
296,1.1099999999999999,0.7526596881264136
297,0.13999999999999999,0.7519070284382872
298,1.09,0.7511551214098489
299,1.1,0.750403966288439
300,1.15,0.7496535623221505
301,1.1,0.7489039087598284
302,0.08,0.7481550048510686
303,0.08,0.7474068498462175
304,1.14,0.7466594429963713
305,0.12999999999999998,0.745912783553375
306,1.04,0.7451668707698216
307,1.16,0.7444217038990517
308,1.06,0.7436772821951526
309,0.12999999999999998,0.7429336049129575
310,0.10999999999999999,0.7421906713080445
311,0.12999999999999998,0.7414484806367364
312,0.09999999999999999,0.7407070321560997
313,0.10999999999999999,0.7399663251239436
314,0.09,0.7392263587988196
315,1.15,0.7384871324400207
316,0.15,0.7377486453075807
317,0.09999999999999999,0.737010896662273
318,0.12999999999999998,0.7362738857656108
319,1.09,0.7355376118798452
320,1.18,0.7348020742679654
321,1.08,0.7340672721936974
322,1.06,0.7333332049215037
323,0.060000000000000005,0.7325998717165821
324,1.08,0.7318672718448656
325,1.1199999999999999,0.7311354045730207
326,1.13,0.7304042691684477
327,0.060000000000000005,0.7296738648992792
328,1.1099999999999999,0.7289441910343799
329,1.09,0.7282152468433455
330,1.07,0.7274870315965022
331,1.08,0.7267595445649057
332,0.08,0.7260327850203407
333,1.07,0.7253067522353204
334,1.05,0.724581445483085
335,1.16,0.723856864037602
336,1.06,0.7231330071735643
337,1.1099999999999999,0.7224098741663908
338,1.05,0.7216874642922244
339,1.03,0.7209657768279322
340,1.03,0.7202448110511043
341,1.16,0.7195245662400531
342,1.05,0.7188050416738131
343,1.1,0.7180862366321393
344,1.15,0.7173681503955072
345,1.17,0.7166507822451117
346,1.08,0.7159341314628666
347,1.19,0.7152181973314037
348,0.17,0.7145029791340722
349,0.08,0.7137884761549381
350,0.07,0.7130746876787832
351,1.08,0.7123616129911045
352,1.13,0.7116492513781133
353,0.12999999999999998,0.7109376021267352
354,1.05,0.7102266645246085
355,1.13,0.7095164378600839
356,0.17,0.7088069214222238
357,0.07,0.7080981145008015
358,0.12999999999999998,0.7073900163863007
359,1.04,0.7066826263699144
360,1.08,0.7059759437435444
361,0.13999999999999999,0.7052699677998009
362,1.06,0.704564697832001
363,0.08,0.7038601331341691
364,1.05,0.7031562730010349
365,1.03,0.7024531167280339
366,1.05,0.7017506636113059
367,0.060000000000000005,0.7010489129476946
368,1.05,0.7003478640347469
369,0.060000000000000005,0.6996475161707122
370,1.08,0.6989478686545415
371,1.07,0.698248920785887
372,0.13999999999999999,0.6975506718651011
373,1.1099999999999999,0.6968531211932361
374,0.07,0.6961562680720428
375,0.18000000000000002,0.6954601118039707
376,1.06,0.6947646516921667
377,1.03,0.6940698870404746
378,1.1099999999999999,0.6933758171534341
379,1.05,0.6926824413362807
380,1.19,0.6919897588949444
381,0.13999999999999999,0.6912977691360495
382,0.16,0.6906064713669134
383,1.08,0.6899158648955466
384,0.060000000000000005,0.689225949030651
385,1.08,0.6885367230816204
386,0.060000000000000005,0.6878481863585387
387,0.08,0.6871603381721801
388,1.05,0.686473177834008
389,1.1,0.685786704656174
390,1.1199999999999999,0.6851009179515178
391,1.07,0.6844158170335664
392,1.1,0.6837314012165328
393,1.05,0.6830476698153162
394,0.08,0.6823646221455009
395,0.09999999999999999,0.6816822575233553
396,1.13,0.6810005752658319
397,1.1199999999999999,0.680319574690566
398,1.08,0.6796392551158754
399,1.07,0.6789596158607596
400,0.15,0.6782806562448989
401,1.08,0.677602375588654
402,1.14,0.6769247732130653
403,0.13999999999999999,0.6762478484398523
404,0.15,0.6755716005914124
405,1.13,0.674896028990821
406,1.06,0.6742211329618302
407,0.17,0.6735469118288684
408,1.18,0.6728733649170395
409,0.17,0.6722004915521225
410,1.1199999999999999,0.6715282910605703
411,1.09,0.6708567627695098
412,1.15,0.6701859060067403
413,1.09,0.6695157201007336
414,0.060000000000000005,0.6688462043806328
415,0.17,0.6681773581762521
416,1.04,0.6675091808180759
417,0.09,0.6668416716372578
418,1.05,0.6661748299656206
419,1.14,0.6655086551356549
420,0.11999999999999998,0.6648431464805192
421,0.09,0.6641783033340387
422,0.060000000000000005,0.6635141250307047
423,1.08,0.662850610905674
424,1.1199999999999999,0.6621877602947683
425,0.16,0.6615255725344735
426,0.05,0.660864046961939
427,0.15,0.660203182914977
428,0.05,0.6595429797320621
429,1.08,0.6588834367523301
430,0.10999999999999999,0.6582245533155777
431,1.08,0.6575663287622622
432,0.09,0.6569087624334999
433,0.10999999999999999,0.6562518536710664
434,1.04,0.6555956018173954
435,1.1,0.654940006215578
436,0.05,0.6542850662093624
437,1.06,0.6536307811431531
438,1.08,0.65297715036201
439,0.15,0.6523241732116479
440,0.10999999999999999,0.6516718490384363
441,1.1,0.6510201771893979
442,0.19000000000000003,0.6503691570122084
443,1.1,0.6497187878551962
444,1.09,0.649069069067341
445,1.03,0.6484199999982736
446,1.1099999999999999,0.6477715799982753
447,1.1099999999999999,0.647123808418277
448,1.16,0.6464766846098587
449,1.04,0.6458302079252489
450,1.1,0.6451843777173236
451,1.06,0.6445391933396063
452,0.13999999999999999,0.6438946541462667
453,0.10999999999999999,0.6432507594921204
454,1.08,0.6426075087326283
455,1.1,0.6419649012238956
456,1.1,0.6413229363226717
457,1.19,0.640681613386349
458,1.1,0.6400409317729626
459,0.10999999999999999,0.6394008908411897
460,1.13,0.6387614899503485
461,1.03,0.6381227284603982
462,1.09,0.6374846057319378
463,0.15,0.6368471211262058
464,0.07,0.6362102740050796
465,1.1,0.6355740637310745
466,1.1,0.6349384896673435
467,1.1199999999999999,0.6343035511776761
468,0.10999999999999999,0.6336692476264985
469,1.08,0.6330355783788719
470,1.09,0.632402542800493
471,1.04,0.6317701402576925
472,0.060000000000000005,0.6311383701174348
473,1.03,0.6305072317473174
474,1.06,0.6298767245155701
475,1.05,0.6292468477910546
476,1.09,0.6286176009432635
477,1.04,0.6279889833423202
478,0.09999999999999999,0.6273609943589779
479,1.14,0.6267336333646188
480,1.07,0.6261068997312542
481,1.05,0.6254807928315229
482,1.05,0.6248553120386914
483,1.06,0.6242304567266527
484,1.07,0.623606226269926
485,0.11999999999999998,0.6229826200436561
486,1.05,0.6223596374236124
487,1.1,0.6217372777861888
488,0.11999999999999998,0.6211155405084027
489,1.1,0.6204944249678943
490,1.1199999999999999,0.6198739305429264
491,0.10999999999999999,0.6192540566123834
492,1.05,0.6186348025557711
493,1.1,0.6180161677532153
494,0.09999999999999999,0.6173981515854621
495,1.08,0.6167807534338766
496,1.14,0.6161639726804428
497,1.08,0.6155478087077623
498,1.06,0.6149322608990545
499,0.12999999999999998,0.6143173286381555
500,1.05,0.6137030113095173
501,1.09,0.6130893082982078
502,1.1199999999999999,0.6124762189899097
503,1.1099999999999999,0.6118637427709198
504,1.1,0.6112518790281489
505,1.03,0.6106406271491208
506,1.19,0.6100299865219717
507,1.04,0.6094199565354498
508,1.1199999999999999,0.6088105365789144
509,1.04,0.6082017260423355
510,1.04,0.6075935243162931
511,0.10999999999999999,0.6069859307919768
512,0.05,0.6063789448611848
513,1.09,0.6057725659163237
514,0.09999999999999999,0.6051667933504074
515,1.06,0.6045616265570569
516,1.09,0.6039570649304998
517,1.04,0.6033531078655693
518,1.1199999999999999,0.6027497547577038
519,1.06,0.602147005002946
520,1.05,0.6015448579979431
521,1.2,0.6009433131399452
522,1.1099999999999999,0.6003423698268052
523,0.08,0.5997420274569785
524,1.08,0.5991422854295215
525,1.05,0.598543143144092
526,0.10999999999999999,0.5979446000009478
527,1.04,0.5973466554009469
528,1.09,0.596749308745546
529,1.06,0.5961525594368005
530,0.18000000000000002,0.5955564068773637
531,1.06,0.5949608504704863
532,1.1,0.5943658896200158
533,1.03,0.5937715237303958
534,0.07,0.5931777522066654
535,1.05,0.5925845744544587
536,1.15,0.5919919898800042
537,0.09,0.5913999978901242
538,1.06,0.590808597892234
539,1.17,0.5902177892943418
540,1.1099999999999999,0.5896275715050474
541,1.17,0.5890379439335424
542,1.06,0.5884489059896089
543,0.11999999999999998,0.5878604570836192
544,0.09999999999999999,0.5872725966265356
545,1.05,0.5866853240299091
546,1.1099999999999999,0.5860986387058792
547,1.04,0.5855125400671733
548,1.05,0.5849270275271061
549,0.17,0.584342100499579
550,0.15,0.5837577583990794
551,1.06,0.5831740006406804
552,0.04,0.5825908266400397
553,1.03,0.5820082358133997
554,1.05,0.5814262275775862
555,0.060000000000000005,0.5808448013500086
556,1.09,0.5802639565486586
557,1.08,0.57968369259211
558,0.10999999999999999,0.5791040088995179
559,1.05,0.5785249048906184
560,0.08,0.5779463799857277
561,1.04,0.577368433605742
562,1.1199999999999999,0.5767910651721362
563,0.10999999999999999,0.576214274106964
564,1.06,0.5756380598328571
565,1.04,0.5750624217730242
566,1.13,0.5744873593512512
567,1.06,0.5739128719918999
568,0.15,0.573338959119908
569,0.09999999999999999,0.572765620160788
570,0.08,0.5721928545406272
571,0.09999999999999999,0.5716206616860866
572,1.06,0.5710490410244006
573,0.11999999999999998,0.5704779919833761
574,1.05,0.5699075139913927
575,1.09,0.5693376064774013
576,1.09,0.5687682688709239
577,0.08,0.5681995006020529
578,1.14,0.5676313011014509
579,0.16,0.5670636698003494
580,1.06,0.5664966061305491
581,0.09,0.5659301095244186
582,1.04,0.5653641794148941
583,1.04,0.5647988152354793
584,1.05,0.5642340164202437
585,1.1,0.5636697824038235
586,1.05,0.5631061126214196
587,1.04,0.5625430065087982
588,1.08,0.5619804635022894
589,1.04,0.561418483038787
590,1.1099999999999999,0.5608570645557482
591,1.15,0.5602962074911925
592,0.13999999999999999,0.5597359112837013
593,0.17,0.5591761753724176
594,0.09,0.5586169991970452
595,1.06,0.5580583821978482
596,0.07,0.5575003238156504
597,0.07,0.5569428234918348
598,1.03,0.5563858806683429
599,1.06,0.5558294947876746
600,0.07,0.5552736652928869
601,0.07,0.5547183916275941
602,1.05,0.5541636732359665
603,1.05,0.5536095095627305
604,0.10999999999999999,0.5530559000531677
605,0.12999999999999998,0.5525028441531146
606,1.05,0.5519503413089615
607,0.18000000000000002,0.5513983909676525
608,0.09,0.5508469925766849
609,0.09999999999999999,0.5502961455841082
610,1.05,0.5497458494385241
611,1.1,0.5491961035890855
612,1.05,0.5486469074854965
613,0.060000000000000005,0.548098260578011
614,1.04,0.547550162317433
615,1.19,0.5470026121551156
616,0.08,0.5464556095429605
617,0.11999999999999998,0.5459091539334175
618,1.09,0.5453632447794842
619,1.05,0.5448178815347047
620,1.05,0.54427306365317
621,1.06,0.5437287905895168
622,1.05,0.5431850617989273
623,1.13,0.5426418767371284
624,1.09,0.5420992348603912
625,0.08,0.5415571356255309
626,0.08,0.5410155784899053
627,0.19000000000000003,0.5404745629114154
628,1.09,0.539934088348504
629,1.1,0.5393941542601555
630,0.11999999999999998,0.5388547601058953
631,1.04,0.5383159053457894
632,1.05,0.5377775894404436
633,1.03,0.5372398118510032
634,1.05,0.5367025720391522
635,1.03,0.536165869467113
636,0.12999999999999998,0.5356297035976458
637,1.03,0.5350940738940482
638,0.09999999999999999,0.5345589798201541
639,1.15,0.534024420840334
640,1.1199999999999999,0.5334903964194936
641,0.09,0.5329569060230741
642,0.12999999999999998,0.532423949117051
643,1.05,0.531891525167934
644,1.09,0.5313596336427661
645,0.17,0.5308282740091232
646,1.1,0.5302974457351142
647,1.09,0.5297671482893791
648,1.1199999999999999,0.5292373811410898
649,1.1199999999999999,0.5287081437599487
650,0.11999999999999998,0.5281794356161887
651,0.10999999999999999,0.5276512561805725
652,1.06,0.5271236049243919
653,1.1199999999999999,0.5265964813194676
654,1.07,0.5260698848381481
655,0.08,0.5255438149533099
656,0.07,0.5250182711383566
657,1.06,0.5244932528672183
658,1.06,0.5239687596143511
659,1.09,0.5234447908547367
660,0.13999999999999999,0.522921346063882
661,0.13999999999999999,0.522398424717818
662,1.04,0.5218760262931003
663,1.05,0.5213541502668072
664,1.03,0.5208327961165404
665,0.16,0.5203119633204238
666,1.09,0.5197916513571034
667,1.04,0.5192718597057463
668,1.07,0.5187525878460405
669,0.16,0.5182338352581944
670,1.1099999999999999,0.5177156014229363
671,1.04,0.5171978858215134
672,1.09,0.5166806879356919
673,1.05,0.5161640072477562
674,0.11999999999999998,0.5156478432405085
675,0.11999999999999998,0.515132195397268
676,0.16,0.5146170632018707
677,1.04,0.5141024461386688
678,1.1,0.5135883436925301
679,1.1,0.5130747553488376
680,1.1,0.5125616805934888
681,0.09999999999999999,0.5120491189128954
682,0.10999999999999999,0.5115370697939825
683,1.07,0.5110255327241885
684,0.08,0.5105145071914643
685,1.1099999999999999,0.5100039926842729
686,0.15,0.5094939886915886
687,1.04,0.508984494702897
688,0.05,0.508475510208194
689,1.07,0.5079670346979859
690,1.05,0.5074590676632879
691,0.08,0.5069516085956246
692,0.09999999999999999,0.506444656987029
693,1.14,0.505938212330042
694,1.05,0.505432274117712
695,1.09,0.5049268418435943
696,1.05,0.5044219150017507
697,1.1099999999999999,0.5039174930867489
698,1.08,0.5034135755936622
699,0.12999999999999998,0.5029101620180685
700,1.07,0.5024072518560504
701,0.11999999999999998,0.5019048446041944
702,1.03,0.5014029397595902
703,0.12999999999999998,0.5009015368198305
704,1.04,0.5004006352830107
705,1.09,0.4999002346477277
706,1.06,0.49940033441307996
707,0.05,0.49890093407866687
708,1.04,0.4984020331445882
709,1.05,0.4979036311114436
710,1.1199999999999999,0.4974057274803321
711,1.09,0.49690832175285177
712,1.06,0.4964114134310989
713,0.12999999999999998,0.4959150020176678
714,0.12999999999999998,0.49541908701565013
715,1.13,0.49492366792863446
716,1.05,0.4944287442607058
717,1.13,0.4939343155164451
718,1.1,0.4934403812009287
719,1.04,0.4929469408197278
720,1.09,0.49245399387890804
721,1.05,0.4919615398850291
722,1.09,0.4914695783451441
723,1.05,0.4909781087667989
724,0.15,0.4904871306580321
725,1.1199999999999999,0.4899966435273741
726,1.1199999999999999,0.4895066468838467
727,0.15,0.48901714023696286
728,0.09999999999999999,0.4885281230967259
729,1.14,0.48803959497362914
730,0.04,0.4875515553786555
731,0.12999999999999998,0.48706400382327686
732,1.04,0.4865769398194536
733,1.05,0.48609036287963414
734,1.05,0.48560427251675453
735,1.05,0.48511866824423777
736,1.1,0.4846335495759935
737,0.09,0.4841489160264175
738,0.08,0.4836647671103911
739,1.03,0.4831811023432807
740,1.06,0.4826979212409374
741,0.09999999999999999,0.48221522331969646
742,1.1199999999999999,0.48173300809637676
743,1.06,0.48125127508828036
744,1.04,0.48077002381319206
745,1.09,0.48028925378937887
746,1.04,0.47980896453558947
747,0.15,0.4793291555710539
748,1.1099999999999999,0.47884982641548285
749,0.04,0.47837097658906735
750,1.08,0.47789260561247826
751,0.05,0.4774147130068658
752,1.1199999999999999,0.4769372982938589
753,1.07,0.47646036099556505
754,1.07,0.47598390063456947
755,0.08,0.4755079167339349
756,0.08,0.47503240881720094
757,1.08,0.47455737640838375
758,1.1099999999999999,0.47408281903197536
759,0.09999999999999999,0.47360873621294336
760,0.10999999999999999,0.4731351274767304
761,1.04,0.4726619923492537
762,1.04,0.47218933035690447
763,1.04,0.47171714102654755
764,1.03,0.471245423885521
765,1.05,0.47077417846163544
766,1.06,0.4703034042831738
767,1.05,0.46983310087889063
768,1.05,0.46936326777801174
769,1.07,0.4688939045102337
770,1.06,0.4684250106057235
771,1.05,0.46795658559511777
772,0.15,0.46748862900952265
773,1.05,0.4670211403805131
774,1.07,0.4665541192401326
775,1.09,0.4660875651208925
776,1.1099999999999999,0.4656214775557716
777,0.09999999999999999,0.46515585607821586
778,1.1199999999999999,0.46469070022213765
779,1.1099999999999999,0.4642260095219155
780,1.03,0.4637617835123936
781,1.1199999999999999,0.46329802172888124
782,1.16,0.46283472370715234
783,1.13,0.46237188898344517
784,1.06,0.4619095170944617
785,0.17,0.46144760757736725
786,0.05,0.46098615996978987
787,1.1,0.46052517380982005
788,1.1099999999999999,0.4600646486360102
789,1.1199999999999999,0.4596045839873742
790,1.09,0.45914497940338683
791,1.13,0.4586858344239834
792,1.04,0.45822714858955943
793,1.07,0.45776892144096987
794,0.12999999999999998,0.4573111525195289
795,1.03,0.4568538413670094
796,0.16,0.4563969875256424
797,0.09999999999999999,0.45594059053811675
798,1.04,0.45548464994757865
799,1.04,0.45502916529763104
800,0.17,0.45457413613233344
801,0.09,0.4541195619962011
802,1.07,0.4536654424342049
803,1.08,0.45321177699177073
804,1.07,0.452758565214779
805,1.07,0.4523058066495642
806,1.1,0.45185350084291465
807,0.13999999999999999,0.4514016473420717
808,1.13,0.45095024569472963
809,1.08,0.4504992954490349
810,1.1099999999999999,0.45004879615358584
811,1.09,0.44959874735743227
812,1.04,0.4491491486100748
813,1.08,0.44869999946146477
814,0.09,0.4482512994620033
815,0.11999999999999998,0.4478030481625413
816,1.03,0.44735524511437874
817,1.1,0.4469078898692644
818,1.06,0.4464609819793951
819,1.04,0.44601452099741573
820,1.03,0.4455685064764183
821,1.04,0.4451229379699419
822,1.08,0.44467781503197196
823,1.06,0.44423313721693997
824,1.05,0.44378890407972305
825,1.08,0.44334511517564335
826,1.03,0.4429017700604677
827,1.07,0.44245886829040726
828,1.14,0.44201640942211684
829,1.06,0.44157439301269474
830,1.1199999999999999,0.44113281861968207
831,0.12999999999999998,0.4406916858010624
832,1.05,0.4402509941152613
833,0.12999999999999998,0.43981074312114604
834,1.08,0.4393709323780249
835,1.04,0.4389315614456469
836,1.04,0.43849262988420123
837,0.12999999999999998,0.438054137254317
838,1.08,0.4376160831170627
839,1.1,0.43717846703394564
840,0.13999999999999999,0.4367412885669117
841,1.05,0.4363045472783448
842,0.12999999999999998,0.43586824273106645
843,1.08,0.4354323744883354
844,1.04,0.43499694211384704
845,1.04,0.4345619451717332
846,1.09,0.43412738322656147
847,1.05,0.4336932558433349
848,1.06,0.43325956258749154
849,1.05,0.43282630302490405
850,1.13,0.43239347672187917
851,1.13,0.4319610832451573
852,1.13,0.43152912216191214
853,0.12999999999999998,0.4310975930397502
854,1.19,0.43066649544671043
855,1.03,0.4302358289512637
856,0.09,0.4298055931223125
857,0.060000000000000005,0.42937578752919014
858,1.03,0.4289464117416609
